Pole ID,Pole Latitude,Pole Longitude,Pole Type
EASTMAIN OPINICA PHD 7, 52.2381360,-78.5139726,Generic wooden pole
EASTMAIN SHABOW PHO 115, 52.2408475,-78.5129408,Generic wooden pole
EASTMAIN RIVERSIDE PHD 79-2, 52.2462344,-78.5024170,Generic wooden pole
EASTMAIN NETAOCHEKINN PHD 79-2, 52.2462344,-78.5024170,Generic wooden pole
EASTMAIN NETAOCHEKINN PHC 76, 52.2434630,-78.5022084,Generic wooden pole
EASTMAIN MEWABEN PHO412+4, 52.2300470,-78.4979041,Generic wooden pole
EASTMAIN OPINICA PHD 9, 52.2384782,-78.5143270,Generic wooden pole
EASTMAIN OPINICA PHO 1, 52.2389744,-78.5153335,Generic wooden pole
EASTMAIN SHABOW PHO 1, 52.2389744,-78.5153335,Generic wooden pole
EASTMAIN SHABOW PHD A102, 52.2397500,-78.5142696,Generic wooden pole
EASTMAIN SHABOW PHD A114, 52.2403390,-78.5135067,Generic wooden pole
EASTMAIN NISK PHO 49, 52.2393752,-78.5133213,Generic wooden pole
EASTMAIN NISK PHD 30, 52.2398502,-78.5127710,Generic wooden pole
EASTMAIN SHAWINHIN PHD 222-2, 52.2403796,-78.5120772,Generic wooden pole
EASTMAIN SHABOW PHO A125, 52.2415321,-78.5119658,Generic wooden pole
EASTMAIN SHABOW PHO A131, 52.2419548,-78.5114071,Generic wooden pole
EASTMAIN NIMAO PHO A135, 52.2422517,-78.5110089,Generic wooden pole
EASTMAIN SHABOW PHO A135, 52.2422517,-78.5110089,Generic wooden pole
EASTMAIN NIMAO PHO D9, 52.2419870,-78.5098596,Generic wooden pole
EASTMAIN NIMAO PHO D7, 52.2422415,-78.5095038,Generic wooden pole
EASTMAIN SHABOW PHD A141, 52.2431366,-78.5100628,Generic wooden pole
EASTMAIN CARIBOU PHC 147-2, 52.2443426,-78.5088838,Generic wooden pole
EASTMAIN SHABOW PHD 146, 52.2436133,-78.5073139,Generic wooden pole
EASTMAIN SHABOW , 52.2436978,-78.5078400,Generic wooden pole
EASTMAIN SHABOW PHD 152, 52.2438252,-78.5065043,Generic wooden pole
EASTMAIN SHABOW PHD 156-2, 52.2441466,-78.5052627,Generic wooden pole
EASTMAIN CARIBOU PHD 156-2, 52.2441466,-78.5052627,Generic wooden pole
EASTMAIN SHABOW PHD+1 CARIBOU, 52.2448580,-78.5058820,Generic wooden pole
EASTMAIN CARIBOU PHD+1 CARIBOU, 52.2448580,-78.5058820,Generic wooden pole
EASTMAIN SHABOW PHA 30-1, 52.2446610,-78.5053022,Generic wooden pole
EASTMAIN NETAOCHEKINN PHD 30-1, 52.2449689,-78.5044664,Generic wooden pole
EASTMAIN NETAOCHEKINN PHD 30-3, 52.2456550,-78.5042542,Generic wooden pole
EASTMAIN NETAOCHEKINN PHD 4, 52.2458284,-78.5025693,Generic wooden pole
EASTMAIN SHABOW PHA 12, 52.2451572,-78.5026179,Generic wooden pole
EASTMAIN NETAOCHEKINN PHA 12, 52.2451572,-78.5026179,Generic wooden pole
EASTMAIN SHABOW PHC 79, 52.2460236,-78.5013351,Generic wooden pole
EASTMAIN NETAOCHEKINN PHC 79, 52.2460236,-78.5013351,Generic wooden pole
EASTMAIN SHABOW PHA 170, 52.2449282,-78.5013601,Generic wooden pole
EASTMAIN NETAOCHEKINN PHR 164, 52.2442937,-78.5020984,Generic wooden pole
EASTMAIN SHABOW PHR 164, 52.2442937,-78.5020984,Generic wooden pole
EASTMAIN NOUCHIMI PHA 67F-4, 52.2437183,-78.5009794,Generic wooden pole
EASTMAIN NOUCHIMI PHA 67F-1, 52.2427269,-78.5015275,Generic wooden pole
EASTMAIN NOUCHIMI PHD 58-3, 52.2426948,-78.5024033,Generic wooden pole
EASTMAIN OPINACA PHD 58-3, 52.2426948,-78.5024033,Generic wooden pole
EASTMAIN NOUCHIMI PHD 56, 52.2417082,-78.5020415,Generic wooden pole
EASTMAIN NOUCHIMI PHD 48B, 52.2410716,-78.5012958,Generic wooden pole
EASTMAIN NOUCHIMI PHD 40, 52.2407433,-78.5006520,Generic wooden pole
EASTMAIN NOUCHIMI PHD 50-2, 52.2402806,-78.4996131,Generic wooden pole
EASTMAIN NOUCHIMI PHD 6-4, 52.2390597,-78.4999700,Generic wooden pole
EASTMAIN NOUCHIMI PHD 6-2, 52.2382399,-78.5005499,Generic wooden pole
EASTMAIN NOUCHIMI PHD 6, 52.2379172,-78.5014618,Generic wooden pole
EASTMAIN NOUCHIMI PHD 17-1, 52.2390958,-78.5017305,Generic wooden pole
EASTMAIN NOUCHIMI PHD 45, 52.2401833,-78.5011038,Generic wooden pole
EASTMAIN NOUCHIMI , 52.2400813,-78.5001909,Generic wooden pole
EASTMAIN NOUCHIMI PHD 29-1, 52.2398381,-78.5010143,Generic wooden pole
EASTMAIN NETAOCHEKINN PHA 29, 52.2439073,-78.5036593,Generic wooden pole
EASTMAIN SHIBISH PHS 321, 52.2404388,-78.5113064,Generic wooden pole
EASTMAIN SHIBISH PHA 314, 52.2396633,-78.5122915,Generic wooden pole
EASTMAIN SHIBISH PHA 305, 52.2391296,-78.5129826,Generic wooden pole
EASTMAIN SHIBISH PHA 306, 52.2388433,-78.5121239,Generic wooden pole
EASTMAIN SHIBISH PHA 312, 52.2394089,-78.5113966,Generic wooden pole
EASTMAIN SHIBISH PHA 322, 52.2399034,-78.5107632,Generic wooden pole
EASTMAIN CARIBOU , 52.2447468,-78.5080393,Generic wooden pole
MATAGAMI MATAGAMI PTA131, 49.7559596,-77.6270647,Generic wooden pole
MATAGAMI DU COMMERCE PTO30, 49.7578810,-77.6249992,Generic wooden pole
MATAGAMI DU COMMERCE PTA180, 49.7574409,-77.6252213,Generic wooden pole
MATAGAMI MATAGAMI PTA131+3, 49.7559571,-77.6275318,Generic wooden pole
MATAGAMI BIRCH HILL PTA131+3, 49.7559571,-77.6275318,Generic wooden pole
MATAGAMI DU GOÉLAND PTA11, 49.7543627,-77.6297214,Generic wooden pole
MATAGAMI ROW PTA11, 49.7543627,-77.6297214,Generic wooden pole
MATAGAMI MONVIEL PHA 9, 49.7551612,-77.6338514,Generic wooden pole
MATAGAMI DE L'ACCUEIL PHA 9, 49.7551612,-77.6338514,Generic wooden pole
MATAGAMI DE LA SAVANE PHA 9, 49.7551612,-77.6338514,Generic wooden pole
MATAGAMI RUPERT PTA19, 49.7596426,-77.6353340,Generic wooden pole
MATAGAMI VANIER PTA19, 49.7596426,-77.6353340,Generic wooden pole
MATAGAMI RUPERT PTA9, 49.7593292,-77.6248952,Generic wooden pole
MATAGAMI NOTTAWAY PTA10+2, 49.7609803,-77.6245398,Generic wooden pole
MATAGAMI BROADBACK PTA 13 P1, 49.7603372,-77.6221068,Generic wooden pole
MATAGAMI SAKAMI PTA 13 P1, 49.7603372,-77.6221068,Generic wooden pole
MATAGAMI NOTTAWAY PTA 13 P1, 49.7603372,-77.6221068,Generic wooden pole
MATAGAMI SAUVÉ PTA15, 49.7585685,-77.6197202,Generic wooden pole
MATAGAMI DANIEL PTA15, 49.7585685,-77.6197202,Generic wooden pole
MATAGAMI DUMAS PTA15, 49.7585685,-77.6197202,Generic wooden pole
MATAGAMI SAUVÉ PTA2, 49.7590541,-77.6209281,Generic wooden pole
MATAGAMI MATAGAMI PTA2, 49.7590541,-77.6209281,Generic wooden pole
MATAGAMI DES RAPIDES PTA1, 49.7568834,-77.6214573,Generic wooden pole
MATAGAMI DU GOÉLAND PTA6, 49.7552961,-77.6284639,Generic wooden pole
MATAGAMI MATAGAMI PTA6, 49.7552961,-77.6284639,Generic wooden pole
MATAGAMI BIRCH HILL PTA6, 49.7552961,-77.6284639,Generic wooden pole
MATAGAMI DU LAC MATAGAMI PHD130, 49.8132402,-77.6616603,Generic wooden pole
MATAGAMI DU LAC MATAGAMI PHD139, 49.8109217,-77.6592195,Generic wooden pole
MATAGAMI BIRCH HILL PTA131, 49.7557426,-77.6271054,Generic wooden pole
MATAGAMI GRANDE ALLEE PTA16, 49.7552023,-77.6266116,Generic wooden pole
MATAGAMI BIRCH HILL PTA16, 49.7552023,-77.6266116,Generic wooden pole
MATAGAMI BERNARD PTA16, 49.7552023,-77.6266116,Generic wooden pole
MATAGAMI BIRCH HILL PTA12, 49.7550060,-77.6272332,Generic wooden pole
MATAGAMI BERNARD PTA12, 49.7550060,-77.6272332,Generic wooden pole
MATAGAMI BERNARD PTA10+1, 49.7549714,-77.6285343,Generic wooden pole
MATAGAMI BIRCH HILL PTA18, 49.7558367,-77.6265711,Generic wooden pole
MATAGAMI DU GOÉLAND PTA119, 49.7556787,-77.6302377,Generic wooden pole
MATAGAMI MATAGAMI PTA119, 49.7556787,-77.6302377,Generic wooden pole
MATAGAMI ALLARD PTA119, 49.7556787,-77.6302377,Generic wooden pole
MATAGAMI ALLARD PTA113, 49.7558132,-77.6310346,Generic wooden pole
MATAGAMI MATAGAMI PTA113, 49.7558132,-77.6310346,Generic wooden pole
MATAGAMI ALLARD PTA21, 49.7549799,-77.6303380,Generic wooden pole
MATAGAMI ROW PTA21, 49.7549799,-77.6303380,Generic wooden pole
MATAGAMI ALLARD PTA13, 49.7551408,-77.6313064,Generic wooden pole
MATAGAMI ROW PTA13, 49.7551408,-77.6313064,Generic wooden pole
MATAGAMI ROW PTA7, 49.7553598,-77.6319912,Generic wooden pole
MATAGAMI ALLARD PTA7, 49.7553598,-77.6319912,Generic wooden pole
MATAGAMI MATAGAMI PTA4, 49.7558764,-77.6327460,Generic wooden pole
MATAGAMI MONVIEL PTA4, 49.7558764,-77.6327460,Generic wooden pole
MATAGAMI ALLARD PTA4, 49.7558764,-77.6327460,Generic wooden pole
MATAGAMI MATAGAMI PHA 95+1, 49.7559781,-77.6347423,Generic wooden pole
MATAGAMI DE LA SAVANE PHA 95+3, 49.7556278,-77.6350285,Generic wooden pole
MATAGAMI ROW PTA 110, 49.7546959,-77.6328217,Generic wooden pole
MATAGAMI DE LA SAVANE PTA 110, 49.7546959,-77.6328217,Generic wooden pole
MATAGAMI ROW PTA134, 49.7544767,-77.6315798,Generic wooden pole
MATAGAMI DE LA SAVANE PTA134, 49.7544767,-77.6315798,Generic wooden pole
MATAGAMI DE LA SAVANE PTA25, 49.7543865,-77.6308814,Generic wooden pole
MATAGAMI ROW PTA25, 49.7543865,-77.6308814,Generic wooden pole
MATAGAMI GRANDE ALLEE PTA20, 49.7545126,-77.6263340,Generic wooden pole
MATAGAMI BERNARD PTA20, 49.7545126,-77.6263340,Generic wooden pole
MATAGAMI DE LA SAVANE PTA201, 49.7536954,-77.6273664,Generic wooden pole
MATAGAMI BERNARD PTA200+1, 49.7542591,-77.6275380,Generic wooden pole
MATAGAMI DE LA SAVANE PTA200+1, 49.7542591,-77.6275380,Generic wooden pole
MATAGAMI BERNARD PTA192, 49.7543021,-77.6280315,Generic wooden pole
MATAGAMI DE LA SAVANE PTA192, 49.7543021,-77.6280315,Generic wooden pole
MATAGAMI DE LA SAVANE PTA165, 49.7534774,-77.6294343,Generic wooden pole
MATAGAMI DE LA SAVANE PTA 121, 49.7539769,-77.6323306,Generic wooden pole
MATAGAMI DE LA SAVANE PTO 97, 49.7542064,-77.6341399,Generic wooden pole
MATAGAMI DE LA SAVANE PTA 53, 49.7550912,-77.6360361,Generic wooden pole
MATAGAMI DE LA SAVANE PTA 25, 49.7560211,-77.6373801,Generic wooden pole
MATAGAMI DES TREMBLES PTA 10+1, 49.7536311,-77.6253365,Generic wooden pole
MATAGAMI DES TREMBLES PTA24, 49.7536113,-77.6230154,Generic wooden pole
MATAGAMI DE LA SAVANE PTA149, 49.7536378,-77.6303690,Generic wooden pole
MATAGAMI DES TREMBLES PTA 38, 49.7529246,-77.6210698,Generic wooden pole
MATAGAMI BELL PTA 38, 49.7529246,-77.6210698,Generic wooden pole
MATAGAMI BELL PTO5, 49.7521095,-77.6215782,Generic wooden pole
MATAGAMI BELL PTO 30+2, 49.7514870,-77.6218878,Generic wooden pole
MATAGAMI BELL PHa16, 49.7529496,-77.6197162,Generic wooden pole
MATAGAMI BELL PTA25, 49.7538353,-77.6208221,Generic wooden pole
MATAGAMI DU PORTAGE PTA25, 49.7538353,-77.6208221,Generic wooden pole
MATAGAMI DES TREMBLES PTA25, 49.7538353,-77.6208221,Generic wooden pole
MATAGAMI DU PORTAGE PTA21, 49.7541789,-77.6212921,Generic wooden pole
MATAGAMI DES TREMBLES PTA21, 49.7541789,-77.6212921,Generic wooden pole
MATAGAMI PETITE ALLÉE PTA13, 49.7545866,-77.6225367,Generic wooden pole
MATAGAMI DU PORTAGE PTA13, 49.7545866,-77.6225367,Generic wooden pole
MATAGAMI DES TREMBLES PTA13, 49.7545866,-77.6225367,Generic wooden pole
MATAGAMI DU PORTAGE PTA4+1, 49.7539619,-77.6185518,Generic wooden pole
MATAGAMI BELL PTA4+1, 49.7539619,-77.6185518,Generic wooden pole
MATAGAMI DU PORTAGE PTA28, 49.7547207,-77.6200831,Generic wooden pole
MATAGAMI DU PORTAGE PTA18, 49.7551653,-77.6214852,Generic wooden pole
MATAGAMI DU PORTAGE PTA12, 49.7554395,-77.6221562,Generic wooden pole
MATAGAMI GRANDE ALLEE PTA30+2, 49.7567427,-77.6262874,Generic wooden pole
MATAGAMI CAVELIER PTA30+1, 49.7574148,-77.6262500,Generic wooden pole
MATAGAMI DE NORMANDIE PTA40, 49.7588952,-77.6280017,Generic wooden pole
MATAGAMI DE NORMANDIE PTA332, 49.7594609,-77.6280272,Generic wooden pole
MATAGAMI RUPERT PTA332, 49.7594609,-77.6280272,Generic wooden pole
MATAGAMI DE NORMANDIE PHA85, 49.7594722,-77.6293575,Generic wooden pole
MATAGAMI RUPERT PHA85, 49.7594722,-77.6293575,Generic wooden pole
MATAGAMI DE NORMANDIE PTA237, 49.7596047,-77.6302386,Generic wooden pole
MATAGAMI RUPERT PTA237, 49.7596047,-77.6302386,Generic wooden pole
MATAGAMI DE NORMANDIE PTA225, 49.7595975,-77.6307898,Generic wooden pole
MATAGAMI RUPERT PTA225, 49.7595975,-77.6307898,Generic wooden pole
MATAGAMI DE NORMANDIE PTA217, 49.7592646,-77.6316494,Generic wooden pole
MATAGAMI DE DIEPPE PTA217, 49.7592646,-77.6316494,Generic wooden pole
MATAGAMI DE NORMANDIE PHA221, 49.7595299,-77.6314635,Generic wooden pole
MATAGAMI DE DIEPPE PHA221, 49.7595299,-77.6314635,Generic wooden pole
MATAGAMI DE NORMANDIE PHA21, 49.7585453,-77.6320459,Generic wooden pole
MATAGAMI DE DIEPPE PHA21, 49.7585453,-77.6320459,Generic wooden pole
MATAGAMI DE NORMANDIE PTEA245, 49.7591275,-77.6293107,Generic wooden pole
MATAGAMI DE NORMANDIE PTO303, 49.7583441,-77.6293237,Generic wooden pole
MATAGAMI DE NORMANDIE PTA200+3, 49.7587651,-77.6302537,Generic wooden pole
MATAGAMI MATAGAMI PHA108, 49.7569143,-77.6309222,Generic wooden pole
MATAGAMI MATAGAMI PTA_100P2, 49.7573866,-77.6341711,Generic wooden pole
MATAGAMI VANIER PTA33, 49.7588958,-77.6339689,Generic wooden pole
MATAGAMI VANIER PTA23-1, 49.7589007,-77.6344889,Generic wooden pole
MATAGAMI VANIER PTA13, 49.7589126,-77.6354849,Generic wooden pole
MATAGAMI VANIER PTA24, 49.7596316,-77.6344633,Generic wooden pole
MATAGAMI RUPERT PTA24, 49.7596316,-77.6344633,Generic wooden pole
MATAGAMI RUPERT PTA44, 49.7595264,-77.6331782,Generic wooden pole
MATAGAMI VANIER PTA44, 49.7595264,-77.6331782,Generic wooden pole
MATAGAMI VANIER PTA52, 49.7596059,-77.6324528,Generic wooden pole
MATAGAMI LOZEAU PHA 18, 49.7605589,-77.6374238,Generic wooden pole
MATAGAMI DES CORMIERS PHA 18, 49.7605589,-77.6374238,Generic wooden pole
MATAGAMI LOZEAU PTA 30, 49.7611817,-77.6374091,Generic wooden pole
MATAGAMI LOZEAU PTA 38, 49.7616627,-77.6374039,Generic wooden pole
MATAGAMI DES CORMIERS PHA 62 p2, 49.7606329,-77.6387080,Generic wooden pole
MATAGAMI DES CORMIERS PTA 28, 49.7613778,-77.6386720,Generic wooden pole
MATAGAMI LEMIEUX PTA 31p1, 49.7618172,-77.6386658,Generic wooden pole
MATAGAMI DES CORMIERS PTA 31p1, 49.7618172,-77.6386658,Generic wooden pole
MATAGAMI LEMIEUX PHA 18 P2, 49.7605186,-77.6396813,Generic wooden pole
MATAGAMI LEMIEUX PTA 32, 49.7614532,-77.6396424,Generic wooden pole
MATAGAMI MARCHILDON PTA 12+1, 49.7625620,-77.6388436,Generic wooden pole
MATAGAMI MARCHILDON PTA 12+4, 49.7625483,-77.6377416,Generic wooden pole
MATAGAMI VANIER PTO27, 49.7589466,-77.6325685,Generic wooden pole
MATAGAMI RUPERT PTA 67, 49.7603461,-77.6311245,Generic wooden pole
MATAGAMI DE BERRY PTA 67, 49.7603461,-77.6311245,Generic wooden pole
MATAGAMI DE BERRY PTA 79, 49.7603374,-77.6305089,Generic wooden pole
MATAGAMI RUPERT PTA 79, 49.7603374,-77.6305089,Generic wooden pole
MATAGAMI RUPERT PTO62, 49.7602526,-77.6322258,Generic wooden pole
MATAGAMI RUPERT PTA34, 49.7603726,-77.6337441,Generic wooden pole
MATAGAMI DE BERRY PTA34, 49.7603726,-77.6337441,Generic wooden pole
MATAGAMI RUPERT PTC23, 49.7603968,-77.6346126,Generic wooden pole
MATAGAMI DE BERRY PTC23, 49.7603968,-77.6346126,Generic wooden pole
MATAGAMI RUPERT PTA14, 49.7602961,-77.6356812,Generic wooden pole
MATAGAMI DE BERRY PTA14, 49.7602961,-77.6356812,Generic wooden pole
MATAGAMI DE BERRY PTA1, 49.7603122,-77.6364760,Generic wooden pole
MATAGAMI RUPERT PTA1, 49.7603122,-77.6364760,Generic wooden pole
MATAGAMI EASTMAIN PHA 67, 49.7610049,-77.6312032,Generic wooden pole
MATAGAMI DE BERRY PHA 67, 49.7610049,-77.6312032,Generic wooden pole
MATAGAMI EASTMAIN PHA 79, 49.7609637,-77.6306024,Generic wooden pole
MATAGAMI DE BERRY PHA 79, 49.7609637,-77.6306024,Generic wooden pole
MATAGAMI DE BERRY TA60, 49.7609551,-77.6325700,Generic wooden pole
MATAGAMI EASTMAIN TA60, 49.7609551,-77.6325700,Generic wooden pole
MATAGAMI DE BERRY PTA43, 49.7609884,-77.6337680,Generic wooden pole
MATAGAMI EASTMAIN PTA43, 49.7609884,-77.6337680,Generic wooden pole
MATAGAMI DE BERRY PTA35, 49.7610028,-77.6343522,Generic wooden pole
MATAGAMI EASTMAIN PTA35, 49.7610028,-77.6343522,Generic wooden pole
MATAGAMI EASTMAIN PTA17, 49.7610190,-77.6355386,Generic wooden pole
MATAGAMI DE BERRY PTA17, 49.7610190,-77.6355386,Generic wooden pole
MATAGAMI EASTMAIN PTA1, 49.7610304,-77.6365446,Generic wooden pole
MATAGAMI EASTMAIN PTA 74, 49.7616859,-77.6307421,Generic wooden pole
MATAGAMI EASTMAIN PTA56, 49.7616966,-77.6325727,Generic wooden pole
MATAGAMI EASTMAIN PTA34, 49.7617443,-77.6346370,Generic wooden pole
MATAGAMI EASTMAIN PTA6, 49.7617405,-77.6359861,Generic wooden pole
MATAGAMI DU COMMERCE PTA100, 49.7588809,-77.6236838,Generic wooden pole
MATAGAMI CAVELIER PTO30, 49.7578325,-77.6252371,Generic wooden pole
MATAGAMI NOTTAWAY PHA20+1, 49.7587018,-77.6229998,Generic wooden pole
MATAGAMI DU COMMERCE PHA20+1, 49.7587018,-77.6229998,Generic wooden pole
MATAGAMI GALINÉE PHA20+1, 49.7587018,-77.6229998,Generic wooden pole
MATAGAMI BROADBACK PHA49, 49.7608979,-77.6207113,Generic wooden pole
MATAGAMI SAKAMI PHA49, 49.7608979,-77.6207113,Generic wooden pole
MATAGAMI DUMAS PHA49, 49.7608979,-77.6207113,Generic wooden pole
MATAGAMI BROADBACK PTA57, 49.7610847,-77.6219972,Generic wooden pole
MATAGAMI NOTTAWAY PTA57, 49.7610847,-77.6219972,Generic wooden pole
MATAGAMI DUMAS PTA57, 49.7610847,-77.6219972,Generic wooden pole
MATAGAMI DUMAS PTA54, 49.7615651,-77.6204953,Generic wooden pole
MATAGAMI DUMAS PTA72, 49.7618941,-77.6228484,Generic wooden pole
MATAGAMI NOTTAWAY PHA 18, 49.7618200,-77.6245383,Generic wooden pole
MATAGAMI NOTTAWAY PHC 23P3, 49.7631848,-77.6259602,Generic wooden pole
MATAGAMI NOTTAWAY PHco41, 49.7649006,-77.6303280,Generic wooden pole
MATAGAMI NOTTAWAY PHO63+1, 49.7654234,-77.6321343,Generic wooden pole
MATAGAMI DUMAS PTA38, 49.7603475,-77.6193647,Generic wooden pole
MATAGAMI DUMAS PTA18, 49.7589113,-77.6183412,Generic wooden pole
MATAGAMI DUMAS PtA08, 49.7581654,-77.6173119,Generic wooden pole
MATAGAMI DES RAPIDES PtA08, 49.7581654,-77.6173119,Generic wooden pole
MATAGAMI DANIEL PTA21, 49.7584713,-77.6190153,Generic wooden pole
MATAGAMI DUMAS PTA21, 49.7584713,-77.6190153,Generic wooden pole
MATAGAMI DE LA CONFÉDÉRATION PTA 17, 49.7583828,-77.6213956,Generic wooden pole
MATAGAMI SAUVÉ PTA4, 49.7591706,-77.6205020,Generic wooden pole
MATAGAMI SAKAMI PTA206, 49.7597363,-77.6208629,Generic wooden pole
MATAGAMI MATAGAMI PTA206, 49.7597363,-77.6208629,Generic wooden pole
MATAGAMI MATAGAMI PTA210, 49.7599821,-77.6204632,Generic wooden pole
MATAGAMI SAKAMI PTA210, 49.7599821,-77.6204632,Generic wooden pole
MATAGAMI DUMAS PTA210, 49.7599821,-77.6204632,Generic wooden pole
MATAGAMI DE LA CONFÉDÉRATION PTR 3A, 49.7577016,-77.6211853,Generic wooden pole
MATAGAMI DES RAPIDES PTR 3A, 49.7577016,-77.6211853,Generic wooden pole
MATAGAMI DANIEL PTA10, 49.7575901,-77.6204072,Generic wooden pole
MATAGAMI DES RAPIDES PTA10, 49.7575901,-77.6204072,Generic wooden pole
MATAGAMI DANIEL PTA26, 49.7576141,-77.6196903,Generic wooden pole
MATAGAMI DES RAPIDES PTA26, 49.7576141,-77.6196903,Generic wooden pole
MATAGAMI DUMAS PTA40, 49.7576158,-77.6185875,Generic wooden pole
MATAGAMI DANIEL PTA40, 49.7576158,-77.6185875,Generic wooden pole
MATAGAMI DES RAPIDES PTA40, 49.7576158,-77.6185875,Generic wooden pole
MATAGAMI DES RAPIDES PTA17, 49.7568184,-77.6198894,Generic wooden pole
MATAGAMI DES RAPIDES PTA33, 49.7568137,-77.6189932,Generic wooden pole
MATAGAMI DES RAPIDES PTA53, 49.7568150,-77.6175583,Generic wooden pole
MATAGAMI INDUSTRIEL PT 222+9, 49.7577766,-77.6546307,Generic wooden pole
MATAGAMI INDUSTRIEL PT 222+6, 49.7569367,-77.6559564,Generic wooden pole
MATAGAMI INDUSTRIEL PT 222+2, 49.7558290,-77.6577386,Generic wooden pole
MATAGAMI INDUSTRIEL PT 220+34, 49.7543662,-77.6600118,Generic wooden pole
MATAGAMI INDUSTRIEL PT 220+30, 49.7531364,-77.6620563,Generic wooden pole
MATAGAMI INDUSTRIEL PT 220+28, 49.7524400,-77.6632831,Generic wooden pole
MATAGAMI DU LAC MATAGAMI PTD7, 49.7712067,-77.6324587,Generic wooden pole
MATAGAMI DU LAC MATAGAMI PHD123, 49.8121281,-77.6628665,Generic wooden pole
MATAGAMI DU LAC MATAGAMI PHD133, 49.8123193,-77.6606289,Generic wooden pole
MATAGAMI DU LAC MATAGAMI PHD107, 49.8106317,-77.6692769,Generic wooden pole
MATAGAMI DU LAC MATAGAMI PHD111, 49.8097517,-77.6709915,Generic wooden pole
MATAGAMI DU LAC MATAGAMI , 49.8090241,-77.6726058,Generic wooden pole
MATAGAMI MATAGAMI PHC108, 49.7565039,-77.6309789,Generic wooden pole
MATAGAMI MATAGAMI , 49.7560717,-77.6264927,Generic wooden pole
MISTISSINI COON COME PHA38+1, 50.4233968,-73.8554477,Generic wooden pole
MISTISSINI COON COME , 50.4238171,-73.8558866,Generic wooden pole
MISTISSINI COON COME PHA18+3, 50.4234514,-73.8565498,Generic wooden pole
MISTISSINI SAM AWASHISH , 50.4177288,-73.8600831,Generic wooden pole
MISTISSINI NESK PHD96, 50.4163532,-73.8777547,Generic wooden pole
MISTISSINI RIVERSIDE PHD96, 50.4163532,-73.8777547,Generic wooden pole
MISTISSINI NESK PHA168, 50.4182493,-73.8767411,Generic wooden pole
MISTISSINI MAIN PHA168, 50.4182493,-73.8767411,Generic wooden pole
MISTISSINI NESK PHA256, 50.4204475,-73.8750635,Generic wooden pole
MISTISSINI NESK PHD320, 50.4223561,-73.8736299,Generic wooden pole
MISTISSINI NESK PHD360, 50.4233854,-73.8728478,Generic wooden pole
MISTISSINI MISTISSINI PHD403, 50.4239951,-73.8701252,Generic wooden pole
MISTISSINI MISTISSINI PHD299, 50.4215921,-73.8730203,Generic wooden pole
MISTISSINI SPRUCE PHD27, 50.4203287,-73.8729159,Generic wooden pole
MISTISSINI WAAPSTAN PHA30, 50.4139000,-73.8673203,Generic wooden pole
MISTISSINI NICHUK PHA30, 50.4139000,-73.8673203,Generic wooden pole
MISTISSINI WAAPSTAN PHA20, 50.4142724,-73.8695106,Generic wooden pole
MISTISSINI PETAWABANO PHA9, 50.4129261,-73.8681749,Generic wooden pole
MISTISSINI WAAPSTAN PHA11, 50.4133707,-73.8684634,Generic wooden pole
MISTISSINI NICHUK PHA11, 50.4133707,-73.8684634,Generic wooden pole
MISTISSINI WAAPSTAN PHA23, 50.4137360,-73.8704285,Generic wooden pole
MISTISSINI BLAZO-U-MESKINAM PHD6, 50.4127511,-73.8710505,Generic wooden pole
MISTISSINI AMISK PHWAREHOUSE+2, 50.4132974,-73.8741699,Generic wooden pole
MISTISSINI LOON PHC25, 50.4243277,-73.8608959,Generic wooden pole
MISTISSINI COON COME PHC25, 50.4243277,-73.8608959,Generic wooden pole
MISTISSINI COON COME PHA13, 50.4235717,-73.8618601,Generic wooden pole
MISTISSINI SAM AWASHISH PHA13, 50.4235717,-73.8618601,Generic wooden pole
MISTISSINI MISTISSINI PHA611, 50.4205517,-73.8635133,Generic wooden pole
MISTISSINI QUEEN PHC 139, 50.4200519,-73.8680229,Generic wooden pole
MISTISSINI AMISK PHD67, 50.4200673,-73.8714055,Generic wooden pole
MISTISSINI SPRUCE PHD67, 50.4200673,-73.8714055,Generic wooden pole
MISTISSINI SUNSET PHD67, 50.4200673,-73.8714055,Generic wooden pole
MISTISSINI SUNSET PHD107+1, 50.4196622,-73.8701161,Generic wooden pole
MISTISSINI AMISK PHD107+1, 50.4196622,-73.8701161,Generic wooden pole
MISTISSINI AMANDA PHD88, 50.4188776,-73.8688272,Generic wooden pole
MISTISSINI PINE PHD88, 50.4188776,-73.8688272,Generic wooden pole
MISTISSINI WABUSHUSH PHA72, 50.4200615,-73.8662475,Generic wooden pole
MISTISSINI ALBANEL PHA72, 50.4200615,-73.8662475,Generic wooden pole
MISTISSINI QUEEN PHC75, 50.4207107,-73.8701827,Generic wooden pole
MISTISSINI RIVERSIDE PHA219, 50.4197740,-73.8771626,Generic wooden pole
MISTISSINI BEDABIN PHD17, 50.4181159,-73.8628323,Generic wooden pole
MISTISSINI ST JOHN'S PHD112, 50.4182088,-73.8677173,Generic wooden pole
MISTISSINI PINE PHD112, 50.4182088,-73.8677173,Generic wooden pole
MISTISSINI ST JOHN'S PHD168, 50.4176940,-73.8660549,Generic wooden pole
MISTISSINI SAM AWASHISH PHA224, 50.4186876,-73.8587388,Generic wooden pole
MISTISSINI PETAWABANO PHC23, 50.4122238,-73.8657872,Generic wooden pole
